Body,Actual Tags,Predicted Tags
" 본원상표의 ""Clothes Care""는 옷을 돌봄 또는 옷을 (깨끗하게) 책임진다의 뜻으로 지정상품에 사용하는 경우 그 상품의 품질, 효능을 보통으로 사용하는 방법으로 표시한 상표이고 또한 ""Care""는 다수인이 사용하고 있어 수요자가 누구의 업무와 관련된 상품을 표시하는 상표인지를 식별할 수 없으므로 상표법 제6조 제1항 제3호 또는 제7호에 해당하여 상표등록을 받을 수 없습니다. 끝.","('식별력',)","('관념유사', '기타', '발음유사', '상품 불명확', '식별력', '외관유사')"
" 본원상표는 전체 지정상품과 관련하여 볼 때 타인의 선등록 상표 제400540061호(도형, 솔향)와 칭호, 관념이 유사하므로 상표법 제7조 제1항 제7호에 해당하여 상표등록을 받을 수 없습니다.","('관념유사', '발음유사')","('관념유사', '기타', '발음유사', '상품 불명확', '식별력', '외관유사')"
" 본원상표는 지정상품 전부와 관련하여 볼 때, 타인의 선출원 상표 제4020060000851 (dare2be)호와 칭호가 동일 또는 유사한 상표로서 상표법 제8조에 해당하여 상표등록을 받을 수 없습니다. 다만, 타인의 선출원 상표가 거절결정, 출원취하, 출원포기 또는 무효가 확정된 경우에는 다른 거절이유가 없는 한 본원상표는 등록받을 수 있습니다.","('발음유사',)","('관념유사', '기타', '발음유사', '상품 불명확', '식별력', '외관유사')"
" 본원상표는 그 지정상품 중 [케이블,무선통신용 써큘레이터,무선통신용아이솔레이터,무선통신용필터,방송통신용 써큘레이터,방송통신용 필터,결합기,웨이브가이드,이상기,종단기,하이브리드합성기,합성기 )]는 불명확하므로 상표법 제10조에 해당하여 상표등록을 받을 수 없습니다. 다만, 지적된 상품명을 삭제하거나 상표법 시행규칙 [별표1]의 상품류구분표에 예시된 상품명칭을 참고하여 명확한 지정상품명으로 수정하면 다른 거절이유가 없는 한 본원상표는 등록받을 수 있습니다.","('상품 불명확',)","('관념유사', '기타', '발음유사', '상품 불명확', '식별력', '외관유사')"
" 본원상표는 지정 상품 “가죽신,고무신,고무장화덧신,골프화,구둣창,나막신,낚시용화(靴),농구화,단화,뒷축(Heels),등산화,럭비화,레이스부츠,목욕용 샌달,목욕용 슬리퍼,반부츠,방한화,복싱화,부츠,비닐화,비치슈즈,샌달,스키화,슬리퍼,신발깔창,신발안창,신발용 갑피,신발용 뒷굽,신발용 미끄럼방지구,신발용 앞굽,신발용철제장식,야구화,에스파토신발 또는 샌달,오버슈즈,우화,운동화,육상경기용화,작업화,장화,짚신,체조화,축구화,편상화,하키화,핸드볼화”와 관련하여 볼 때 타인의 선등록 상표 제400304502(도형) (ADAMS)호와 칭호가 동일 또는 유사하고, 지정 상품 “머니벨트(의류)”와 관련하여 볼 때 타인의 선등록 상표 제400505214(도형) (ADAM WORKS)호와 칭호가 동일 또는 유사하고, 지정 상품 “검도복,사이클선수운동복,수상스키복,에어로빅복,운동용아노락(Anorak),유도복,체조복,태권도복”와 관련하여 볼 때 타인의 선등록 상표 제400460706 (ADAMS)호와 칭호가 동일 또는 유사하고, 지정 상품 “동정,두루마기,마고자,배자,저고리,한복바지,한복속옷,한복치마,각반(脚絆),넥타이,땀흡수스타킹,래그워머,레깅스(Leggings),머프(Muffs),목도리,반다나(Bandana),방한용 귀마개,방한용 장갑,버선,버선커버,벙어리장갑,베일,보아(Boas),비전기식 보온용 발싸개,숄,숄더랩(Shoulder wraps),수녀용 머리수건,수대(手帶),스카프,스타킹,스타킹뒷꿈치를 덧댄부분,스톨(Stoles),양말,양말커버,양복장식용 손수건(Pocketsquares),에스콧타이(Ascots),에이프런,운동용 스타킹,유아용직물제 기저귀,의류용 호주머니,타이츠(Tights),퍼러린(Pelerines),방수피복,가터(Garters),대님,스타킹서스펜더,양말서스펜더,의류용 멜빵,혁대”와 관련하여 볼 때 타인의 선등록 상표 제400212496 (아담스 ADAMS)호와 칭호가 동일 또는 유사한 상표이므로 상표법 제7조 제1항 제7호에 해당하여 상표등록을 받을 수 없습니다. 다만, 상기 지적된 상품을 삭제하거나 분할하여 출원하는 등의 적법한 조치를 하면 다른 거절이유가 없는 한 본원상표는 등록을 받을 수 있습니다.2. 본원상표는 지정상품 전부와 관련하여 볼 때, 타인의 선출원 상표 제020060013250 (Adam's Closet)호와 칭호가 동일 또는 유사한 상표로서 상표법 제8조에 해당하여 상표등록을 받을 수 없습니다. 다만, 타인의 선출원 상표가 거절결정, 출원취하, 출원포기 또는 무효가 확정된 경우에는 다른 거절이유가 없는 한 본원상표는 등록받을 수 있습니다.","('발음유사',)","('관념유사', '기타', '발음유사', '상품 불명확', '외관유사')"
 본원상표는 지정 상품 전부와 관련하여 볼 때 타인의 선등록 상표 제400446195호(IVS)와 전부의 칭호가 동일 또는 유사한 상표이므로 상표법 제7조 제1항 제7호에 해당하여 상표등록을 받을 수 없습니다.,"('발음유사',)","('관념유사', '기타', '발음유사', '상품 불명확', '식별력', '외관유사')"
" 본원상표는 그 지정상품 중 “레저용보호장비,스포츠용보호장비”는 상품명이 포괄이고 상품분류가 잘못 기재된 상품이므로 상표법 제10조에 해당하여 상표등록을 받을 수 없습니다. 다만, 지적된 상품명을 삭제하거나 상표법 시행규칙 [별표1]의 상품류구분표의 상품분류를 참고하여 정확한 상품류로 수정하면 다른 거절이유가 없는 한 본원상표는 등록받을 수 있습니다.※ 정확한 상품류: 28류","('상품 불명확',)","('관념유사', '기타', '발음유사', '상품 불명확', '식별력', '외관유사')"
 본원상표 “CHUNGSONG”은 경상북도 청송군으로 현저한 지리적 명칭으로 된 상표이므로 상표법 제6조 제1항 제4호에 해당하여 상표등록을 받을 수 없습니다.,"('식별력',)","('관념유사', '기타', '발음유사', '상품 불명확', '식별력', '외관유사')"
" 본원상표는 지정 상품 “식용캔디,초콜릿,쿠키,”와 관련하여 볼 때 타인의 선등록 상표 제400563447호 (graf)와 칭호가 동일 또는 유사한 상표이므로 상표법 제7조 제1항 제7호에 해당하여 상표등록을 받을 수 없습니다. 끝 본원상표는 지정 상품 “식용캔디,초콜릿,쿠키,”와 관련하여 볼 때 타인의 선등록 상표 제400563447? (graf)와 칭호가 동일 또는 유사한 상표이므로 상표법 제7조 제1항 제7호에 해당하여 상표등록을 받을 수 없습니다. 끝","('발음유사',)","('관념유사', '기타', '발음유사', '상품 불명확', '식별력', '외관유사')"
" 1. 본원상표는 전체 지정상품과 관련하여 볼 때 타인의 선등록 상표 제400584241호(도형, COM COMMUNITY), 400570808호(Ozone Community)의 주요부와 칭호, 관념이 동일하므로 상표법 제7조 제1항 제7호에 해당하여 상표등록을 받을 수 없습니다.2. 본원상표는 그 지정상품 중 “남성용 의류, 여성용 의류, 탑 (tops), 장갑, 벨트 (belts)”는 여러 상품의 명칭을 포함하는 명칭이므로 상표법 제10조에 해당하여 상표등록을 받을 수 없습니다.","('관념유사', '발음유사', '상품 불명확')","('관념유사', '기타', '발음유사', '상품 불명확', '식별력', '외관유사')"
" 1. 본원상표는 그 지정상품 중 “대두를주성분으로 하는 건강기능식품”은 상품분류가 잘못 기재된 상품이므로 상표법 제10조에 해당하여 상표등록을 받을 수 없습니다. 다만, 지적된 상품명을 삭제하거나 상표법 시행규칙 [별표1]의 상품류구분표의 상품분류를 참고하여 정확한 상품류로 수정하면 다른 거절이유가 없는 한 본원상표는 등록받을 수 있습니다.※ 정확한 상품류:(30류)2. 본원상표는 그 지정상품 중 “비타민C를 주성분으로 하는 건강기능식품”, “칼슘을 주성분으로 하는 다이어트용건강기능식품”은 여러 상품의 명칭을 포함하는 명칭이므로 상표법 제10조에 해당하여 상표등록을 받을 수 없습니다. 다만, 지적된 상품명을 삭제하거나 상표법 시행규칙 [별표1]의 상품류구분표에 예시된 상품명칭을 참고하여 구체적인 지정상품명으로 수정하면 다른 거절이유가 없는 한 등록받을 수 있습니다. ※ 구체적인 상품명: 주원료가 되는 상품명을 표기하고 필요한 경우 부원료를 함께 표시할 수 있음: 예 레몬을 주원료로 하고 모과, 밀감 등을 부원료로 한 건강보조식품 등. 끝.","('상품 불명확',)","('관념유사', '기타', '발음유사', '상품 불명확', '식별력', '외관유사')"
" 본원상표는 지정상품‘ 음료 (beverages)’는 여러 상품의 명칭을 포함하는 명칭이므로 상표법 제10조에 해당하여 상표등록을 받을 수 없습니다. 다만, 지적된 상품명을 상표법 시행규칙 [별표1]의 상품류구분표에 예시된 상품명칭을 참고하여 구체적인 지정상품명으로 수정하면 다른 거절이유가 없는 한 등록받을 수 있습니다. 끝.","('상품 불명확',)","('관념유사', '기타', '발음유사', '상품 불명확', '식별력', '외관유사')"
" 본원상표는 그 지정상품 중 “폴리에틸렌수지,폴리염화비닐수지”는 상품분류가 잘못 기재된 상품이므로 상표법 제10조에 해당하여 상표등록을 받을 수 없습니다. 다만, 지적된 상품명을 삭제하거나 상표법 시행규칙 [별표1]의 상품류구분표의 상품분류를 참고하여 정확한 상품류로 수정하면 다른 거절이유가 없는 한 본원상표는 등록받을 수 있습니다. 끝.※ 정확한 상품류:1류","('상품 불명확',)","('관념유사', '기타', '발음유사', '상품 불명확', '식별력', '외관유사')"
" 본원상표는 그 지정상품 중‘대두추출물/대두레시틴을 주원료로 하는 캅셀형태의 건강보조식품 ’은 상품분류가 잘못 기재된 상품이므로 상표법 제10조에 해당하여 상표등록을 받을 수 없습니다. 다만, 지적된 상품명을 삭제하거나 상표법 시행규칙 [별표1]의 상품류구분표의 상품분류를 참고하여 정확한 상품류로 수정하면 심사 후 다른 거절이유가 없는 한 본원상표는 등록받을 수 있습니다.※ 정확한 상품류:30류. 끝.","('상품 불명확',)","('관념유사', '기타', '발음유사', '상품 불명확', '식별력', '외관유사')"
" 1. 본원상표는 지정 상품 “피혁제 밸브”와 관련하여 볼 때 타인의 선등록 상표 제400167760 (ADAMS ARMATUREN)호와 칭호가 동일 또는 유사하고, 지정 상품 “비치파라솔,양산,우산,우산 또는 양산용 살,우산 또는양산용 프레임,우산대,우산손잡이,우산용 금구(金具),우산용 링,우산커버,지(紙)우산”와 관련하여 볼 때 타인의 선등록 상표 제400304502(도형) (ADAMS)호와 칭호가 동일 또는 유사하고, 지정 상품 “가스렌지가방,가죽제 열쇠케이스,기저귀가방,등산백,란도셀,명함케이스,배낭,보스턴백,비귀금속제 지갑,비치백,서류가방,수표홀더,슈트케이스,승차권케이스,신용카드케이스,여행가방,여행용 트렁크,오페라백,패스포트케이스,패킹백,포리백,학생가방,핸드백”와 관련하여 볼 때 타인의 선등록 상표 제400505214(도형) (ADAM WORKS)호와 칭호가 동일 또는 유사하고, 지정 상품 “애완동물용 의류,가죽제 상자,경화섬유제 상자”와 관련하여 볼 때 타인의 선등록 상표 제400534567(도형) (아담스겔러리 ADAMSGALLERY)호와 칭호가 동일 또는 유사한 상표이므로 상표법 제7조 제1항 제7호에 해당하여 상표등록을 받을 수 없습니다. 다만, 상기 지적된 상품을 삭제하거나 분할하여 출원하는 등의 적법한 조치를 하면 다른 거절이유가 없는 한 본원상표는 등록을 받을 수 있습니다.2. 본원상표는 지정상품 “가스렌지가방,가죽제 열쇠케이스,기저귀가방,등산백,란도셀,명함케이스,배낭,보스턴백,비귀금속제 지갑,비치백,서류가방,수표홀더,슈트케이스,승차권케이스,신용카드케이스,여행가방,여행용 트렁크,오페라백,패스포트케이스,패킹백,포리백,학생가방,핸드백,고삐,눈가리개,마구용 가죽등자,말굴레,말안장방석,말안장용 패드,머리마구,브리둔(Bridoons),승마용안장,안장틀,재갈,채찍”과 관련하여 볼 때, 타인의 선출원 상표 제___호와 (칭호, 관념, 외관)이 동일 또는 유사한 상표로서 상표법 제8조에 해당하여 상표등록을 받을 수 없습니다. 다만, 지적된 상품을 삭제하거나 분할하여 출원하는 등의 적법한 조치를 하면 다른 거절이유가 없는 한 본원상표는 등록을 받을 수 있습니다. 또한, 타인의 선출원 상표가 거절결정, 출원취하, 출원포기 또는 무효가 확정된 경우에도 다른 거절이유가 없는 한 본원상표는 등록받을 수 있습니다.","('관념유사', '발음유사', '외관유사')","('관념유사', '기타', '발음유사', '상품 불명확', '식별력', '외관유사')"
